ID,artist,jpg url,born-died,period,school
Medieval_1390,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/2lastsu1.jpg,(1290-1348),Medieval,painter
Medieval_1391,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5angels/angel01.jpg,(1267-1337),Medieval,painter
Medieval_1392,NARDO DI CIONE,https://www.wga.hu/art/n/nardo/various/saints.jpg,(c. 1320-c. 1365),Medieval,painter
Medieval_1393,SPINELLO ARETINO,https://www.wga.hu/art/s/spinello/spinello/twelve/manett02.jpg,(c. 1345-1410),Medieval,painter
Medieval_1394,CIMABUE,https://www.wga.hu/art/c/cimabue/assisi/vault3.jpg,(c. 1240-c. 1302),Medieval,painter
Medieval_1395,SIMONE MARTINI,https://www.wga.hu/art/s/simone/6annunci/ann_2st3.jpg,(1280/85-1344),Medieval,painter
Medieval_1396,"CAVALLINI, Pietro",https://www.wga.hu/art/c/cavallin/lastjudg/16lastju.jpg,(active 1273-1308),Medieval,painter
Medieval_1397,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l1_main1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1398,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/2effecz.jpg,(c. 1290-1348),Medieval,painter
Medieval_1399,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/maesta/verso_1/verso11b.jpg,(c. 1255-1319),Medieval,painter
Medieval_1400,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/2east05.jpg,(active 1343-1377),Medieval,painter
Medieval_1401,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/4captur.jpg,(1290-1348),Medieval,painter
Medieval_1402,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/17_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1403,NARDO DI CIONE,https://www.wga.hu/art/n/nardo/various/saints0.jpg,(c. 1320-c. 1365),Medieval,painter
Medieval_1404,SPINELLO ARETINO,https://www.wga.hu/art/s/spinello/spinello/miniato/3east.jpg,(c. 1345-1410),Medieval,painter
Medieval_1405,CIMABUE,https://www.wga.hu/art/c/cimabue/assisi/vault4.jpg,(c. 1240-c. 1302),Medieval,painter
Medieval_1406,SIMONE MARTINI,https://www.wga.hu/art/s/simone/6annunci/ann_2st2.jpg,(1280/85-1344),Medieval,painter
Medieval_1407,"CAVALLINI, Pietro",https://www.wga.hu/art/c/cavallin/lastjudg/17lastju.jpg,(active 1273-1308),Medieval,painter
Medieval_1408,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l1_main.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1409,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/2effecz1.jpg,(c. 1290-1348),Medieval,painter
Medieval_1410,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/maesta/verso_1/verso12.jpg,(c. 1255-1319),Medieval,painter
Medieval_1411,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/2east06.jpg,(active 1343-1377),Medieval,painter
Medieval_1412,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/4captur1.jpg,(1290-1348),Medieval,painter
Medieval_1413,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/16_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1414,NARDO DI CIONE,https://www.wga.hu/art/n/nardo/various/saints1.jpg,(c. 1320-c. 1365),Medieval,painter
Medieval_1415,CIMABUE,https://www.wga.hu/art/c/cimabue/assisi/vault5.jpg,(c. 1240-c. 1302),Medieval,painter
Medieval_1416,SIMONE MARTINI,https://www.wga.hu/art/s/simone/6annunci/ann_2st1.jpg,(1280/85-1344),Medieval,painter
Medieval_1417,"CAVALLINI, Pietro",https://www.wga.hu/art/c/cavallin/lastjudg/18lastju.jpg,(active 1273-1308),Medieval,painter
Medieval_1418,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l0_mai2.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1419,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/2effecz2.jpg,(c. 1290-1348),Medieval,painter
Medieval_1420,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/maesta/verso_1/verso08.jpg,(c. 1255-1319),Medieval,painter
Medieval_1421,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/2east07.jpg,(active 1343-1377),Medieval,painter
Medieval_1422,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/5flagel.jpg,(1290-1348),Medieval,painter
Medieval_1423,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/15_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1424,NARDO DI CIONE,https://www.wga.hu/art/n/nardo/various/saints2.jpg,(c. 1320-c. 1365),Medieval,painter
Medieval_1425,CIMABUE,https://www.wga.hu/art/c/cimabue/assisi/vault6.jpg,(c. 1240-c. 1302),Medieval,painter
Medieval_1426,SIMONE MARTINI,https://www.wga.hu/art/s/simone/6annunci/ann_2st.jpg,(1280/85-1344),Medieval,painter
Medieval_1427,"CAVALLINI, Pietro",https://www.wga.hu/art/c/cavallin/lastjudg/10lastju.jpg,(active 1273-1308),Medieval,painter
Medieval_1428,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c3_pinna.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1429,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/2effecz3.jpg,(c. 1290-1348),Medieval,painter
Medieval_1430,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/3ruccela.jpg,(c. 1255-1319),Medieval,painter
Medieval_1431,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/2east08.jpg,(active 1343-1377),Medieval,painter
Medieval_1432,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/5flagel1.jpg,(1290-1348),Medieval,painter
Medieval_1433,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/14_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1434,NARDO DI CIONE,https://www.wga.hu/art/n/nardo/various/saints3.jpg,(c. 1320-c. 1365),Medieval,painter
Medieval_1435,CIMABUE,https://www.wga.hu/art/c/cimabue/assisi/crucifix.jpg,(c. 1240-c. 1302),Medieval,painter
Medieval_1436,SIMONE MARTINI,https://www.wga.hu/art/s/simone/6annunci/a_virgin.jpg,(1280/85-1344),Medieval,painter
Medieval_1437,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c3_pinn.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1438,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/3bad1.jpg,(c. 1290-1348),Medieval,painter
Medieval_1439,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/maesta/predel_f/pre_f_3a.jpg,(c. 1255-1319),Medieval,painter
Medieval_1440,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/2east09.jpg,(active 1343-1377),Medieval,painter
Medieval_1441,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/6roadto.jpg,(1290-1348),Medieval,painter
Medieval_1442,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/12_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1443,NARDO DI CIONE,https://www.wga.hu/art/n/nardo/various/saints4.jpg,(c. 1320-c. 1365),Medieval,painter
Medieval_1444,CIMABUE,https://www.wga.hu/art/c/cimabue/assisi/vault9.jpg,(c. 1240-c. 1302),Medieval,painter
Medieval_1445,SIMONE MARTINI,https://www.wga.hu/art/s/simone/6annunci/a_angel.jpg,(1280/85-1344),Medieval,painter
Medieval_1446,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l1_main3.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1447,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/4effect1.jpg,(c. 1290-1348),Medieval,painter
Medieval_1448,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/3ruccelx.jpg,(c. 1255-1319),Medieval,painter
Medieval_1449,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/2east10.jpg,(active 1343-1377),Medieval,painter
Medieval_1450,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/6roadto1.jpg,(1290-1348),Medieval,painter
Medieval_1451,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/11_lastk.jpg,(1267-1337),Medieval,painter
Medieval_1452,NARDO DI CIONE,https://www.wga.hu/art/n/nardo/strozzi/3north.jpg,(c. 1320-c. 1365),Medieval,painter
Medieval_1453,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglian6.jpg,(1280/85-1344),Medieval,painter
Medieval_1454,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c2_up21.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1455,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/4effect2.jpg,(c. 1290-1348),Medieval,painter
Medieval_1456,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/7poly28a.jpg,(c. 1255-1319),Medieval,painter
Medieval_1457,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/2east11.jpg,(active 1343-1377),Medieval,painter
Medieval_1458,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/crucifi.jpg,(1290-1348),Medieval,painter
Medieval_1459,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/11_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1460,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/5agostin/5agostin.jpg,(1280/85-1344),Medieval,painter
Medieval_1461,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c2_up1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1462,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/4effect3.jpg,(c. 1290-1348),Medieval,painter
Medieval_1463,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/7poly28b.jpg,(c. 1255-1319),Medieval,painter
Medieval_1464,ANDREA DA FIRENZE,https://www.wga.hu/art/a/andrea/firenze/spanish/1north.jpg,(active 1343-1377),Medieval,painter
Medieval_1465,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/crucifi1.jpg,(1290-1348),Medieval,painter
Medieval_1466,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/10_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1467,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglian5.jpg,(1280/85-1344),Medieval,painter
Medieval_1468,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c1_main2.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1469,"LORENZETTI, Ambrogio",https://www.wga.hu/art/l/lorenzet/ambrogio/governme/2effect5.jpg,(c. 1290-1348),Medieval,painter
Medieval_1470,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/7poly28c.jpg,(c. 1255-1319),Medieval,painter
Medieval_1471,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/1vault/3washin.jpg,(1290-1348),Medieval,painter
Medieval_1472,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/09_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1473,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglian3.jpg,(1280/85-1344),Medieval,painter
Medieval_1474,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c1_main1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1475,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/7poly28d.jpg,(c. 1255-1319),Medieval,painter
Medieval_1476,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/crucifi3.jpg,(1290-1348),Medieval,painter
Medieval_1477,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/08_lastk.jpg,(1267-1337),Medieval,painter
Medieval_1478,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglian2.jpg,(1280/85-1344),Medieval,painter
Medieval_1479,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c1_main.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1480,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/7poly28e.jpg,(c. 1255-1319),Medieval,painter
Medieval_1481,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/crucifi2.jpg,(1290-1348),Medieval,painter
Medieval_1482,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/4lastjud/08_lastj.jpg,(1267-1337),Medieval,painter
Medieval_1483,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglian1.jpg,(1280/85-1344),Medieval,painter
Medieval_1484,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c0_topm.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1485,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/8london.jpg,(c. 1255-1319),Medieval,painter
Medieval_1486,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/6triptyc.jpg,(1290-1348),Medieval,painter
Medieval_1487,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5angels/angel04.jpg,(1267-1337),Medieval,painter
Medieval_1488,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglia2.jpg,(1280/85-1344),Medieval,painter
Medieval_1489,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/2/altar1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1490,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/8london1.jpg,(c. 1255-1319),Medieval,painter
Medieval_1491,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/5tromp.jpg,(1290-1348),Medieval,painter
Medieval_1492,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/3christ/chris02.jpg,(1267-1337),Medieval,painter
Medieval_1493,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglia1.jpg,(1280/85-1344),Medieval,painter
Medieval_1494,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/1c2_up2.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1495,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/8london2.jpg,(c. 1255-1319),Medieval,painter
Medieval_1496,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/4entomb.jpg,(1290-1348),Medieval,painter
Medieval_1497,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/1head010.jpg,(1267-1337),Medieval,painter
Medieval_1498,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/6other/5luke.jpg,(1280/85-1344),Medieval,painter
Medieval_1499,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l2_up1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1500,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/7poly28.jpg,(c. 1255-1319),Medieval,painter
Medieval_1501,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/3deposit.jpg,(1290-1348),Medieval,painter
Medieval_1502,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/1head011.jpg,(1267-1337),Medieval,painter
Medieval_1503,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/6other/4andrew1.jpg,(1280/85-1344),Medieval,painter
Medieval_1504,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l0_mai1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1505,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/8windsor.jpg,(c. 1255-1319),Medieval,painter
Medieval_1506,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/7stigma.jpg,(1290-1348),Medieval,painter
Medieval_1507,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head042.jpg,(1267-1337),Medieval,painter
Medieval_1508,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/6other/4andrew.jpg,(1280/85-1344),Medieval,painter
Medieval_1509,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l2_up2.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1510,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/9boston2.jpg,(c. 1255-1319),Medieval,painter
Medieval_1511,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/3deposi.jpg,(1290-1348),Medieval,painter
Medieval_1512,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head041.jpg,(1267-1337),Medieval,painter
Medieval_1513,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/6other/3madonna.jpg,(1280/85-1344),Medieval,painter
Medieval_1514,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/predel5.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1515,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/9crucifi.jpg,(c. 1255-1319),Medieval,painter
Medieval_1516,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/2resurre.jpg,(1290-1348),Medieval,painter
Medieval_1517,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head040.jpg,(1267-1337),Medieval,painter
Medieval_1518,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/6other/2peter.jpg,(1280/85-1344),Medieval,painter
Medieval_1519,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/predel4.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1520,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/zpoly_47.jpg,(c. 1255-1319),Medieval,painter
Medieval_1521,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/1descent.jpg,(1290-1348),Medieval,painter
Medieval_1522,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head039.jpg,(1267-1337),Medieval,painter
Medieval_1523,SIMONE MARTINI,https://www.wga.hu/art/s/simone/7last/orsini/6orsini.jpg,(1280/85-1344),Medieval,painter
Medieval_1524,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l2_up1a.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1525,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/zpoly_47a.jpg,(c. 1255-1319),Medieval,painter
Medieval_1526,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/santacon.jpg,(1290-1348),Medieval,painter
Medieval_1527,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head038.jpg,(1267-1337),Medieval,painter
Medieval_1528,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/6other/1ansanus.jpg,(1280/85-1344),Medieval,painter
Medieval_1529,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/predel2.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1530,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/zpoly_47b.jpg,(c. 1255-1319),Medieval,painter
Medieval_1531,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/crucifi6.jpg,(1290-1348),Medieval,painter
Medieval_1532,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head037.jpg,(1267-1337),Medieval,painter
Medieval_1533,SIMONE MARTINI,https://www.wga.hu/art/s/simone/4altars/5agostin/7altomon.jpg,(1280/85-1344),Medieval,painter
Medieval_1534,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/predel1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1535,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/zpoly_47c.jpg,(c. 1255-1319),Medieval,painter
Medieval_1536,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/crucifi5.jpg,(1290-1348),Medieval,painter
Medieval_1537,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head036.jpg,(1267-1337),Medieval,painter
Medieval_1538,SIMONE MARTINI,https://www.wga.hu/art/s/simone/5foglian/foglian4.jpg,(1280/85-1344),Medieval,painter
Medieval_1539,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r3_pinn1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1540,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/zpoly_47d.jpg,(c. 1255-1319),Medieval,painter
Medieval_1541,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/2crucifi/crucifi4.jpg,(1290-1348),Medieval,painter
Medieval_1542,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head035.jpg,(1267-1337),Medieval,painter
Medieval_1543,SIMONE MARTINI,https://www.wga.hu/art/s/simone/3assisi/transept/04window.jpg,(1280/85-1344),Medieval,painter
Medieval_1544,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r3_pinn.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1545,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/maesta/verso_1/verso03.jpg,(c. 1255-1319),Medieval,painter
Medieval_1546,"LORENZETTI, Pietro",https://www.wga.hu/art/l/lorenzet/pietro/1/3arch/2resurrx.jpg,(1290-1348),Medieval,painter
Medieval_1547,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/3head034.jpg,(1267-1337),Medieval,painter
Medieval_1548,SIMONE MARTINI,https://www.wga.hu/art/s/simone/3assisi/1saints/saints21.jpg,(1280/85-1344),Medieval,painter
Medieval_1549,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/predel3.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1550,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/9boston1.jpg,(c. 1255-1319),Medieval,painter
Medieval_1551,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head033.jpg,(1267-1337),Medieval,painter
Medieval_1552,SIMONE MARTINI,https://www.wga.hu/art/s/simone/3assisi/scenes/99window.jpg,(1280/85-1344),Medieval,painter
Medieval_1553,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r2_up2.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1554,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/3ruccelb.jpg,(c. 1255-1319),Medieval,painter
Medieval_1555,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head032.jpg,(1267-1337),Medieval,painter
Medieval_1556,SIMONE MARTINI,https://www.wga.hu/art/s/simone/3assisi/1saints/saints31.jpg,(1280/85-1344),Medieval,painter
Medieval_1557,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r2_up1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1558,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/6perugia.jpg,(c. 1255-1319),Medieval,painter
Medieval_1559,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head031.jpg,(1267-1337),Medieval,painter
Medieval_1560,SIMONE MARTINI,https://www.wga.hu/art/s/simone/3assisi/1saints/saints30.jpg,(1280/85-1344),Medieval,painter
Medieval_1561,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r1_main2.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1562,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/various/52franci.jpg,(c. 1255-1319),Medieval,painter
Medieval_1563,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head030.jpg,(1267-1337),Medieval,painter
Medieval_1564,SIMONE MARTINI,https://www.wga.hu/art/s/simone/3assisi/1saints/saints20.jpg,(1280/85-1344),Medieval,painter
Medieval_1565,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r1_main1.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1566,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/3ruccely.jpg,(c. 1255-1319),Medieval,painter
Medieval_1567,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head029.jpg,(1267-1337),Medieval,painter
Medieval_1568,SIMONE MARTINI,https://www.wga.hu/art/s/simone/3assisi/1saints/saints10.jpg,(1280/85-1344),Medieval,painter
Medieval_1569,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r1_main.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1570,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/3ruccelz.jpg,(c. 1255-1319),Medieval,painter
Medieval_1571,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head028.jpg,(1267-1337),Medieval,painter
Medieval_1572,SIMONE MARTINI,https://www.wga.hu/art/s/simone/2maesta/maesta_s.jpg,(1280/85-1344),Medieval,painter
Medieval_1573,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/3r2_up21.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1574,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/4ruccel.jpg,(c. 1255-1319),Medieval,painter
Medieval_1575,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head027.jpg,(1267-1337),Medieval,painter
Medieval_1576,SIMONE MARTINI,https://www.wga.hu/art/s/simone/2maesta/maesta_2.jpg,(1280/85-1344),Medieval,painter
Medieval_1577,JACOPO DI CIONE,https://www.wga.hu/art/j/jacopo/cione/1/2l3_pinn.jpg,(c. 1325-c. 1399),Medieval,painter
Medieval_1578,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/4ruccela.jpg,(c. 1255-1319),Medieval,painter
Medieval_1579,GIOTTO di Bondone,https://www.wga.hu/art/g/giotto/padova/5heads1/2head026.jpg,(1267-1337),Medieval,painter
Medieval_1580,SIMONE MARTINI,https://www.wga.hu/art/s/simone/2maesta/maesta_1.jpg,(1280/85-1344),Medieval,painter
Medieval_1581,DUCCIO di Buoninsegna,https://www.wga.hu/art/d/duccio/ruccelai/4ruccelb.jpg,(c. 1255-1319),Medieval,painter
